# Fix print output for fix nbondsfile
0 20 0 
0.1 20 0 
0.2 20 0 
0.3 20 0 
0.4 20 0 
0.5 20 0 
0.6 20 0 
0.7 20 0 
0.8 20 0 
0.9 20 0 
1 20 0 
1.1 20 0 
1.2 20 0 
1.3 20 0 
1.4 20 0 
1.5 20 0 
1.6 20 0 
1.7 20 0 
1.8 20 0 
1.9 20 0 
2 20 0 
2.1 20 0 
2.2 20 0 
2.3 20 0 
2.4 20 0 
2.5 20 0 
2.6 20 0 
2.7 20 0 
2.8 20 0 
2.9 20 0 
3 20 0 
3.1 20 0 
3.2 20 0 
3.3 20 0 
3.4 20 0 
3.5 20 0 
3.6 20 0 
3.7 20 0 
3.8 20 0 
3.9 20 0 
4 20 0 
4.1 20 0 
4.2 20 0 
4.3 20 0 
4.4 20 0 
4.5 20 0 
4.6 20 0 
4.7 20 0 
4.8 20 0 
4.9 20 0 
5 20 0 
5.1 20 0 
5.2 20 0 
5.3 20 0 
5.4 20 0 
5.5 20 0 
5.6 20 0 
5.7 20 0 
5.8 20 0 
5.9 20 0 
6 20 0 
6.1 20 0 
6.2 20 0 
6.3 20 0 
6.4 20 0 
6.5 20 0 
6.6 20 0 
6.7 20 0 
6.8 20 0 
6.9 20 0 
7 20 0 
7.1 20 1 
7.2 20 1 
7.3 20 1 
7.4 20 1 
7.5 20 1 
7.6 20 1 
7.7 20 1 
7.8 20 1 
7.9 20 1 
8 20 1 
8.1 20 1 
8.2 20 1 
8.3 20 1 
8.4 20 1 
8.5 20 1 
8.6 20 1 
8.7 20 1 
8.8 20 1 
8.9 20 1 
9 20 1 
9.1 20 1 
9.2 20 1 
9.3 20 1 
9.4 20 1 
9.5 20 1 
9.6 20 1 
9.7 20 1 
9.8 20 1 
9.9 20 1 
10 20 1 
10.1 20 1 
10.2 20 1 
10.3 20 1 
10.4 20 1 
10.5 20 1 
10.6 20 1 
10.7 20 1 
10.8 20 1 
10.9 20 1 
11 20 1 
11.1 20 1 
11.2 20 1 
11.3 20 1 
11.4 20 1 
11.5 20 1 
11.6 20 1 
11.7 20 1 
11.8 20 1 
11.9 20 1 
12 20 1 
12.1 20 1 
12.2 20 1 
12.3 20 1 
12.4 20 1 
12.5 20 2 
12.6 20 2 
12.7 20 2 
12.8 20 2 
12.9 20 2 
13 20 2 
13.1 20 2 
13.2 20 2 
13.3 20 2 
13.4 20 2 
13.5 20 2 
13.6 20 2 
13.7 20 2 
13.8 20 2 
13.9 20 2 
14 20 2 
14.1 20 2 
14.2 20 2 
14.3 20 2 
14.4 20 2 
14.5 20 2 
14.6 20 2 
14.7 20 2 
14.8 20 2 
14.9 20 2 
15 20 2 
15.1 20 2 
15.2 20 2 
15.3 20 2 
15.4 20 2 
15.5 20 2 
15.6 20 2 
15.7 20 2 
15.8 20 2 
15.9 20 2 
16 20 2 
16.1 20 2 
16.2 20 2 
16.3 20 2 
16.4 20 2 
16.5 20 2 
16.6 20 2 
16.7 20 2 
16.8 20 2 
16.9 20 2 
17 20 2 
17.1 20 2 
17.2 20 2 
17.3 20 2 
17.4 20 2 
17.5 20 2 
17.6 20 2 
17.7 20 2 
17.8 20 2 
17.9 20 2 
18 20 2 
18.1 20 2 
18.2 20 2 
18.3 20 2 
18.4 20 2 
18.5 20 2 
18.6 20 2 
18.7 20 2 
18.8 20 2 
18.9 20 2 
19 20 2 
19.1 20 2 
19.2 20 2 
19.3 20 2 
19.4 20 2 
19.5 20 2 
19.6 20 2 
19.7 20 2 
19.8 20 2 
19.9 20 2 
20 20 2 
20.1 20 2 
20.2 20 2 
20.3 20 2 
20.4 20 3 
20.5 20 3 
20.6 20 3 
20.7 20 3 
20.8 20 3 
20.9 20 3 
21 20 3 
21.1 20 3 
21.2 20 3 
21.3 20 3 
21.4 20 3 
21.5 20 3 
21.6 20 3 
21.7 20 3 
21.8 20 3 
21.9 20 3 
22 20 3 
22.1 20 3 
22.2 20 3 
22.3 20 3 
22.4 20 3 
22.5 20 3 
22.6 20 3 
22.7 20 3 
22.8 20 3 
22.9 20 3 
23 20 3 
23.1 20 3 
23.2 20 3 
23.3 20 3 
23.4 20 3 
23.5 20 3 
23.6 20 3 
23.7 20 3 
23.8 20 3 
23.9 20 3 
24 20 3 
24.1 20 3 
24.2 20 3 
24.3 20 4 
24.4 20 4 
24.5 20 4 
24.6 20 4 
24.7 20 4 
24.8 20 4 
24.9 20 4 
25 20 4 
25.1 20 4 
25.2 20 4 
25.3 20 4 
25.4 20 4 
25.5 20 4 
25.6 20 4 
25.7 20 4 
25.8 20 4 
25.9 20 4 
26 20 4 
26.1 20 4 
26.2 20 4 
26.3 20 4 
26.4 20 4 
26.5 20 4 
26.6 20 4 
26.7 20 4 
